Encrypted_ID,Name_ZH,Name_EN,City_ZH,City_EN,Latitude_GCJ02,Longitude_GCJ02,Label_ZH,Label_EN
800551,月牙山,Yueyashan,桂林市,Guilin City,25.27760129,110.314484,山水;风景名胜,landscape;scenic
800553,大云寺,Dayun Temple,临汾市,Linfen City,36.08141268,111.5089555,进香,pilgrimage
800554,外蒲山,Waipu Mountain,嘉兴市,Jiaxing City,30.60114211,121.1467376,山水,landscape
800556,神灵寨风景区,Shenlingzhai Scenic Area,洛阳市,Luoyang City,34.29080131,111.7138948,山川;瀑布;公园,mountains and rivers;waterfall;park
800557,九龙湖景区,Jiulong Lake Scenic Area,宁波市,Ningbo City,30.04102117,121.5335203,江河湖泊;水库,rivers and lakes;reservoir
800559,庆安会馆,Qing 'An Club,宁波市,Ningbo City,29.87226195,121.5622837,城市标志建筑;古建筑;宫殿城堡,urban landmark building;ancient buildings;palace castle
800561,小莲庄,Xiaolianzhuang,湖州市,Huzhou City,30.86986921,120.4290184,古镇,ancient town
800565,绒布寺,Rongbu Temple,日喀则市,Shigatse City,28.18948867,86.83039936,寺庙;周边度假;城市好玩,temple;surrounding resort;city fun
800566,海月岩公园,Haiyueyan Park,东莞市,Dongguan city,22.91674733,113.6447162,风景名胜;名胜古迹,scenic;places of interest
800571,五老峰,Wulaofeng,厦门市,Xiamen City,24.44617192,118.098052,自然风光;山,natural scenery;mountain
800573,吐峪沟千佛洞,Tuyugou Thousand Buddha Cave,吐鲁番市,Turpan City,42.85764422,89.69365321,,
800578,畹町桥,Wanding Bridge,德宏傣族景颇族自治州,Dehong Dai and Jingpo Autonomous Prefecture,24.07957913,98.06444737,城市标志建筑,urban landmark building
800579,宛平县署旧址,Wanping County Office Former Site,北京市,Beijing City,39.85056242,116.2222383,古建筑,ancient buildings
800581,仙岛公园,Xiandao Park,钦州市,Qinzhou City,21.73889003,108.5983045,公园,park
800582,古贝壳堤,Ancient Shell Embankment,沧州市,Cangzhou,38.3184414,117.6687935,,
800583,阿尔山国家森林公园,Aershan National Forest Park,兴安盟,Xing'an League,47.28408687,120.421965,火山;公园,volcanic;park
800584,红领巾公园,Red Scarf Park,北京市,Beijing City,39.92624674,116.4923996,公园;风景名胜,park;scenic
800585,丽正门,Lizheng Gate,承德市,Chengde City,40.98155327,117.9415555,避暑;摄影,summer;photography
800588,岭南印象园,Lingnan Impression Park,广州市,Guangzhou City,23.03517759,113.4054536,民俗;水乡;美食;工艺品;古建筑;表演;体验;展览;提线木偶,folk;water town;delicious food;crafts;ancient buildings;performance;experience;exhibition;marionette
800602,百里黄河风景区,Baili Yellow River Scenic Area,济南市,Jinan City,36.72343053,116.991695,公园,park
800603,九龙沟,Jiulonggou,成都市,Chengdu City,30.7969502,103.5188176,自然风光;峡谷;山,natural scenery;canyon;mountain
800604,九澳七苦圣母小堂,Our Lady of Seven Suffering Chapel in Kowloon O,澳门特别行政区,Macao Special Administrative Region,22.129443,113.59428,教堂,church
800606,汗腾格里寺,Khan Tenggeli Temple,乌鲁木齐市,Urumqi City,43.79065552,87.61888465,清真寺;寺院建筑;夜景,mosque;monastic architecture;night scene
800607,金山岭长城,Jinshanling Great Wall,承德市,Chengde City,40.68255627,117.2432808,世界遗产;古建筑,World Heritage;ancient buildings
800609,福利古镇,Fuli Ancient Town,桂林市,Guilin City,24.78583638,110.5581437,山水,landscape
800611,千里葡萄长廊,Qianli Grapes Corridor,和田地区,Hotan Prefecture,37.14234999,79.82708941,,
800616,北京师范大学,Beijing Normal University,北京市,Beijing City,39.96146545,116.3691547,大学,University
800617,南谯楼,Nanqiao Tower,黄山市,Huangshan City,29.86450665,118.4353569,古建筑,ancient buildings
800620,呼伦湖,Hulun Lake,呼伦贝尔市,Hulunbeir City,49.3281232,117.7300661,动植物园;山水,zoo and botanical garden;landscape
800621,黑水国遗址,Black Water Kingdom Site,张掖市,Zhangye City,38.94476168,100.3911165,陵墓陵园,mausoleum cemetery
800622,南尖岩景区,Nanjianyan Scenic Area,丽水市,Lishui City,28.37829511,119.0977251,梯田;竹海;山川,terraces;bamboo sea;mountains and rivers
800623,兴隆温泉,Xinglong Hot Spring,万宁市,Wanning City,18.75372831,110.2162652,,
800624,奥林匹克广场,Olympic Square,大连市,Dalian City,38.90554794,121.6027633,建筑人文;广场,architectural humanities;square
800626,西山风景名胜区,Xishan Scenic Area,贵港市,Guigang City,23.38901811,110.0747455,江河湖泊;山川;古建筑,rivers and lakes;mountains and rivers;ancient buildings
800628,吴堡古城,Wubao Ancient City,榆林市,Yulin City,37.46372456,110.7521836,古镇,ancient town
800629,西苑公园,Xiyuan Park,洛阳市,Luoyang City,34.64986483,112.4055783,公园,park
800631,凤凰山,Phoenix Mountain,珠海市,Zhuhai City,22.32076114,113.5511056,山水,landscape
800632,神州半岛,Shenzhou Peninsula,万宁市,Wanning City,18.67545836,110.3498731,海滨海岛,coastal island
800633,湖光岩,Huguangyan,湛江市,Zhanjiang City,21.14486146,110.2925329,火山;公园,volcanic;park
800637,乔家大院,Qiao Family Courtyard,晋中市,Jinzhong City,37.40681253,112.4419436,古建筑,ancient buildings
800638,白云源,Baiyunyuan,杭州市,Hangzhou City,30.24186087,120.177668,山川,mountains and rivers
800642,车江古榕群,Chejiang Ancient Banyan Group,黔东南苗族侗族自治州,Qiandongnan Miao and Dong Autonomous Prefecture,25.8676787,108.4690618,,
800644,梁野山,Liangyeshan,龙岩市,Longyan City,25.16701801,116.194149,山川;寺庙,mountains and rivers;temple
800645,鼓山,Gushan,福州市,Fuzhou City,26.05033547,119.3840886,公园,park
800655,五老峰,Wulaofeng,运城市,Yuncheng City,34.82778935,110.5801381,山川;古建筑;寺庙,mountains and rivers;ancient buildings;temple
800656,杭州东方文化园,Hangzhou Orient Culture Park,杭州市,Hangzhou City,30.10176962,120.1981806,公园,park
800659,庐山古文化遗址,Lushan Ancient Cultural Sites,九江市,Jiujiang City,29.55447061,115.98184,,
800664,神州牡丹园,Shenzhou Peony Garden,洛阳市,Luoyang City,34.71854864,112.6081295,赏花;牡丹;壁画;雕像;亭台楼阁;长廊;书画,flower viewing;peony;murals;statue;pavilions;promenade;painting and calligraphy
800665,罗店古镇,Luodian Ancient Town,上海市,Shanghai City,31.41313595,121.342335,,
800668,查干湖,Chagan Lake,松原市,Matsubara City,45.2574901,124.3853065,动植物园;风景名胜,zoo and botanical garden;scenic
800669,南浦亭,Nanputing,南昌市,Nanchang City,28.68029041,115.8816974,古建筑,ancient buildings
800671,淮军公所,Huaijun Gongguan,保定市,Baoding City,38.85559273,115.489761,,
800672,北京土地祠,Beijing Land Temple,北京市,Beijing City,39.89702062,116.3848206,,
800673,核桃王树,Walnut King Tree,和田地区,Hotan Prefecture,37.14234999,79.82708641,,
800674,怪石峪风景区,Kuaishiyu Scenic Area,双河市,Shuanghe City,45.1421399,82.22763358,风景名胜,scenic
800679,飞瀑涧,Feifujian,丹东市,Dandong City,41.06822316,125.225305,山水;风景名胜;休闲娱乐,landscape;scenic;leisure and entertainment
800684,小连城,Xiaoliancheng,崇左市,Chongzuo,22.34559914,106.826454,古建筑,ancient buildings
800687,瑞晶石花洞,Ruijing Shihua Cave,杭州市,Hangzhou City,30.08191628,119.1020492,溶洞;地质景观,karst cave;geological landscape
800690,古民居博览苑,Guminju Expo Garden,晋中市,Jinzhong City,37.20531293,112.1845036,,
800692,大散关,Dasan Pass,宝鸡市,Baoji City,34.29983709,107.0798872,古建筑,ancient buildings
800696,鲁迅墓,Lu Xun's Tomb,上海市,Shanghai City,31.27190463,121.4825885,陵墓陵园,mausoleum cemetery
800697,鲁迅故居,Lu Xun's Former Residence,上海市,Shanghai City,31.26618074,121.4843156,故居,former residence
800700,白公馆,White Mansion,重庆市,Chongqing City,29.57622651,106.4329968,遗址;纪念馆;展览;名人故居,historic site;memorial hall;exhibition;celebrities' former residences
800702,东营孙武祠,Dongying Sunwu Temple,东营市,Dongying City,37.05690475,118.4065272,古建筑,ancient buildings
800703,金象山橡谷国际营地,Golden Xiangshan Oak Valley International Camp,济南市,Jinan City,36.48282561,117.1162603,水上乐园,water park
800705,新丰江大坝,Xinfengjiang Dam,河源市,Heyuan City,23.72631162,114.6659361,,
800706,崇禧塔,Chongxi Tower,肇庆市,Zhaoqing City,23.04448203,112.4831261,古建筑,ancient buildings
800708,浮山,Fushan,铜陵市,Tongling City,30.91963702,117.2768883,山川;火山,mountains and rivers;volcanic
800709,白鹭保护区,Egret Reserve,徐州市,Xuzhou City,33.83786495,118.1441434,,
800710,土谷祠,Tugu Temple,绍兴市,Shaoxing City,29.99341379,120.5845755,古建筑,ancient buildings
800711,小普陀,Xiaoputuo,大理白族自治州,Dali Bai Autonomous Prefecture,25.80747109,100.2228913,古建筑,ancient buildings
800715,潘家口水下长城,Panjiakou Underwater Great Wall,唐山市,Tangshan City,40.41737262,118.3552302,,
800717,圣莲山景区,Shenglian Mountain Scenic Area,北京市,Beijing City,39.83381485,115.7217532,山川;古建筑;寺庙,mountains and rivers;ancient buildings;temple
800724,叠彩山,Diecai Mountain,桂林市,Guilin City,25.28982629,110.303567,山川;古建筑,mountains and rivers;ancient buildings
800728,报恩塔,Baoen Tower,镇江市,Zhenjiang City,32.19350755,119.4710016,摄影;观光,photography;sightseeing
800730,蒲壮所城,Puzhuang Suocheng,温州市,Wenzhou City,27.22879959,120.4404069,,
800734,秦汉文史馆,Qin and Han Dynasties Museum,威海市,Weihai City,37.39565003,122.7037948,,
800736,小鱼山公园,Xiaoyu Mountain Park,青岛市,Qingdao City,36.05938329,120.3366136,公园;风景名胜,park;scenic
800744,菱湖公园,Linghu Park,安庆市,Anqing City,30.51879312,117.0557561,公园;休闲娱乐,park;leisure and entertainment
800745,学海书院,Xuehai Academy,台北市,Taipei City,25.03633,121.495628,,
800746,屯垦文化公园,Tunken Cultural Park,阿拉尔市,Alar City,40.54472655,81.27979776,公园,park
800752,虎头山,Hutou Mountain,晋中市,Jinzhong City,37.55622849,113.7383046,摄影;赏花;户外;赏叶,photography;flower viewing;outdoor;foliage
800753,老象峰,Lao Xiangfeng,北京市,Beijing City,40.34501933,116.8472325,山川;峡谷,mountains and rivers;canyon
800755,星湖湿地公园,Xinghu Wetland Park,肇庆市,Zhaoqing City,23.07798452,112.4749046,公园,park
800773,古府城墙,Gufu City Wall,潮州市,Chaozhou City,23.66324692,116.6524647,古建筑,ancient buildings
800777,成都植物园,Chengdu Botanical Garden,成都市,Chengdu City,30.7637961,104.1264424,植物园,botanical garden
800780,圆玄道观,Yuanxuan Taoist Temple,广州市,Guangzhou City,23.39959056,113.1812992,寺庙,temple
800783,湖广会馆,Huguang Guild Hall,北京市,Beijing City,39.88902449,116.3842445,摄影;古建筑;文化宗教;名胜古迹,photography;ancient buildings;cultural and religious;places of interest
800785,刘公岛,Liugong Island,威海市,Weihai City,37.50018373,122.1873896,码头;博物馆;炮台;海景;亲子;游轮;文物;古建筑;异域风情;雕塑;索道;植物;动物;公园,wharf;museum;fort;sea view;parent-child;cruise ship;cultural relics;ancient buildings;exotic;sculpture;cableway;plant;animal;park
800786,马王堆汉墓遗址,Mawangdui Han Tomb Site,长沙市,Changsha City,28.20517046,113.0281849,陵墓陵园,mausoleum cemetery
800787,儿童公园,Children's Park,长春市,Changchun City,43.88156484,125.3309107,公园;休闲娱乐,park;leisure and entertainment
800792,普渡寺,Pudu Temple,北京市,Beijing City,39.91287282,116.4231675,古建筑,ancient buildings
800794,宁安市火山口国家森林公园,Ning 'An City Crater National Forest Park,牡丹江市,Mudanjiang City,44.08417399,128.7312347,,
800795,莲花山,Lianhuashan,来宾市,Laibin City,23.83796014,109.1069477,山川;公园,mountains and rivers;park
800799,桃花江竹海风景区,Taohua River Bamboo Sea Scenic Area,益阳市,Yiyang City,28.50379936,112.1886972,风景名胜,scenic
800800,金鏊山,Jinao Mountain,上海市,Shanghai City,31.61514941,121.4209123,山水,landscape
800803,富顺西湖,Fushun West Lake,自贡市,Zigong City,29.17932052,105.0015302,山水;风景名胜;游船,landscape;scenic;cruise ship
800804,清远金龙峡漂流（原黄龙峡）,Qingyuan Jinlong Gorge Rafting (Formerly Huanglong Gorge),清远市,Qingyuan City,23.56416395,113.1840452,,
800808,下牢溪,Xialaoxi,宜昌市,Yichang City,30.76666428,111.2666027,山川;周边度假;自然风光;周末玩乐;景点门票,mountains and rivers;surrounding resort;natural scenery;fun weekend;attraction tickets
800810,罗浮天主教堂,Luofu Catholic Church,防城港市,Fangchenggang,21.54848896,107.9729682,教堂,church
800811,杭州野生动物世界,Hangzhou Wildlife World,杭州市,Hangzhou City,30.14278608,119.9933863,动物园,zoo
800813,熊猫黄金海岸,Panda Gold Coast,惠州市,Huizhou City,22.77206568,114.6646355,,
800819,项王蜡像馆,Xiangwang Wax Museum,宿迁市,Suqian City,33.93868957,118.30086,展览馆,exhibition hall
800821,古德寺,Goode Temple,武汉市,Wuhan City,30.61891085,114.3064461,寺庙,temple
800824,浙东大峡谷,East Zhejiang Grand Canyon,宁波市,Ningbo City,29.20381985,121.2528956,,
800826,龙井山园茶文化村,Longjingshanyuan Tea Culture Village,杭州市,Hangzhou City,30.21950566,120.113348,休闲娱乐;采摘;采摘园,leisure and entertainment;picking;picking garden
800828,云岭新四军军部旧址,Yunling New Fourth Army Military Site,宣城市,Xuancheng City,30.65129385,118.2267746,遗址,historic site
800832,白岭关,Bailingguan,北京市,Beijing City,40.65771425,117.3523253,山水;风景名胜,landscape;scenic
800833,德仲温泉,Dezhong Hot Spring,拉萨市,Lhasa City,30.15275563,92.16982564,,
