note_id,title,desc,like_count,collect_count,comment_count,share_count,tags,source_keyword,publish_time
683307050000000022027f7f,🍃,"夏天的风
在什刹海发呆的一天",3.1万,1896,598,1089,"""""",北京旅游,1748174597000
68440ebf0000000012001a92,北京。。蕞好的地方果然都是免费的❗️❶❾合集✋,"北京，果然好地方都是免费的❗️
一口气儿分享❶❾个❗️码住慢慢逛～
·
① 去泰舍书局(西府书局)，高端大气又非常安静，适合避暑待一天
② 去朝阳公园，去北码头拍五月天摇滚大球🆕，去大方舟草坪拍泡泡玛特童话城堡，去划船，去放空
③去奥加美术馆，就在三里屯，馆长私藏百年欧洲艺术品，沉浸感受古罗马宫殿的浪漫
④去美克洞学馆，看白色洞穴，白色浪漫
⑤去中国电影博物馆，跟着电影历史忆童年，过一天属于自己的儿童节
⑥去国图书店，空中书店，光影绝美，路北就是奥森，晒完太阳来避暑
⑦去模范书局诗空间，唯①教堂式书店，魔法学院即视感
⑧去中国考古博物馆，去触碰3000年前的瓷片，跟历史对话，去看华夏第①龙
⑨去北京城市图书馆，体验亚洲蕞大单体图书馆，还有单人座位
⑩去中 央礼品文物管理中心，不出国，就能看各国顶 级 礼 物
⑪去中国法 院博物馆，北京也有小洋楼大浪漫…
⑫去南苑湿地森林公园，傍晚的观景台蕞适消夏，迎着夕阳远眺中国樽
⑬去中国工艺美术馆，国 家 级精美艺术品装满一栋楼，能待一整天，避暑好去处
⑭去国家图书馆，大年初一也有人在的图书馆，百万藏书，学霸聚集地，适合深度思考
⑮去军事博物馆，空 军实力震撼❗️感受国强民安
⑯去园林博物馆，不出京，吹着空调下江南～
⑰去海关博物馆，整 张虎皮、熊皮，让人触目惊心，象牙雕刻的精美佛像又极 具讽刺
⑱去正阳门箭楼，快600岁的箭楼，在2024年底头一回开放，北京唯❶俯瞰前门大街的地方
⑲去妇女儿童博物馆，去感受女性向上的生命力，还有郎平亲笔签名的排球
·
💓我是阿七，持续分享北京生活，北京及周边旅行攻略～
·
#旅游万粉扶持计划[话题]# #五月天[话题]# #北京夏天[话题]# #夏天[话题]# #避暑[话题]# #北京[话题]# #暑假[话题]# #旅行攻略[话题]# #遛娃[话题]# #亲子旅行[话题]# #北京旅游[话题]# #值得一去的博物馆[话题]# #图书馆[话题]# #书店[话题]# #必打卡博物馆[话题]# #免费[话题]# #wmls[话题]# #周末去哪儿[话题]#",2.8万,3.7万,351,1.5万,"""\u65c5\u6e38\u4e07\u7c89\u6276\u6301\u8ba1\u5212,\u4e94\u6708\u5929,\u5317\u4eac\u590f\u5929,\u590f\u5929,\u907f\u6691,\u5317\u4eac,\u6691\u5047,\u65c5\u884c\u653b\u7565,\u905b\u5a03,\u4eb2\u5b50\u65c5\u884c,\u5317\u4eac\u65c5\u6e38,\u503c\u5f97\u4e00\u53bb\u7684\u535a\u7269\u9986,\u56fe\u4e66\u9986,\u4e66\u5e97,\u5fc5\u6253\u5361\u535a\u7269\u9986,\u514d\u8d39,wmls,\u5468\u672b\u53bb\u54ea\u513f""",北京旅游,1749290687000
68568274000000000d024e69,高中生挑战400元富游北京,高中生挑战400元富游北京#北京[话题]##北京旅游[话题]##高中生[话题]# #一个人的旅行[话题]# #百元挑战[话题]#,2.7万,3552,1084,2800,"""\u5317\u4eac,\u5317\u4eac\u65c5\u6e38,\u9ad8\u4e2d\u751f,\u4e00\u4e2a\u4eba\u7684\u65c5\u884c,\u767e\u5143\u6311\u6218""",北京旅游,1750499956000
66af4c1a000000000d0326b1,本人的北京攻略已到Next Level（避暑版）,"就像人有的时候意识不到自己正处在幸福的中心一样。在一个城市生活久了，总是觉得一切都普普通通，不过如此。
	
因此，我总是对要去旅行的目的地的山水人文如数家珍，而却对占据了我大部分时间的“人生根据地”天津与北京鲜少探寻。🥲
	
意识到这一点后，从大学开始，就会和朋友在周末从昌平出发，探寻北京大大小小的角落，有过夜骑长安街，什刹海滑冰，也有看过与故宫最适配的雪景，撞上过雁栖湖绝美的日落。🌄
	
对我而言，山清水秀总能找到替代，但北京那些让我感觉穿越时空班身临其境体验到历史的厚重感的地方，是我觉得最独一无二的。如果要在酷暑进行一番穿越历史的奇妙体验，我给大家总结了避暑版清凉旅行攻略🍃：
	
1️⃣清晨太阳没有刺眼到穿透树荫时，踏入中山公园，中式建筑的对称美在这里体现得淋漓尽致，可以在红墙下拍出“人生照片”。（友情提醒：要提前预约，门票3元）[郁金香R]
	
2️⃣气温逐渐攀升，燥热袭来，那就去国家博物馆感受清凉吧。这里有从夏商周的青铜器到明清的瓷具，历史更迭所留下的瑰宝有着中华五千年的缩影。（需要提前预约）[鼓掌R]
	
3️⃣博物馆可以逛很久，若出来得有些早，可以选择咖啡厅/胡同里的小店逛逛，感受老北京的生活。[喝奶茶R]
	
4️⃣临近傍晚，去往天安门，夕阳在天安门的旁侧落下，天黑后天安门还会亮起灯影，光是静静地看着就会很感动了（也需要提前预约）。也可以选择夜骑长安街，骑着骑着就会爱上这座城市。[氛围感R]
	
5️⃣夜幕降临，如果你想体验传统景致又想体验烟火气，那么就向大栅栏出发吧。这条街上有很多好吃的或者好玩的小店。有一家很绝的湘菜馆（乡亲人川湘菜），拍照光特别好，菜也非常好吃。[两颗心R]
	
你会在繁华与古时文化的交织中度过难忘的一天^_^
	
篇幅有限，很难把我觉得值得去的地方全部分享出来。我平时有一个比较好用的方法，就是用@腾讯地图 搜“避暑地图”，围绕我感兴趣的景点或者场景，比如避暑胜地、展馆寻迹…查看人流量、景区信息与游玩攻略等等，定制一条属于自己的夏日避暑路线。如果有同行朋友的话，也可以一键生成海报分享。
	
好啦，收到我的专属地图了吗？[赞R]
	
#令人心动的OFFER[话题]# #腾讯地图[话题]# #夏日WOWcation[话题]# #人生地不暑[话题]# #浪漫生活记录者[话题]#  #北京[话题]# #旅行[话题]# #记录生活[话题]# #我的随手拍[话题]# #夏天来了[话题]#",2.7万,5467,437,716,"""\u4ee4\u4eba\u5fc3\u52a8\u7684OFFER,\u817e\u8baf\u5730\u56fe,\u590f\u65e5WOWcation,\u4eba\u751f\u5730\u4e0d\u6691,\u6d6a\u6f2b\u751f\u6d3b\u8bb0\u5f55\u8005,\u5317\u4eac,\u65c5\u884c,\u8bb0\u5f55\u751f\u6d3b,\u6211\u7684\u968f\u624b\u62cd,\u590f\u5929\u6765\u4e86""",北京旅游,1722765733000
68b6b163000000001c00acd9,北京最牛逼的公园都是免费的。。。,#北京[话题]# #公园[话题]#,2.2万,2.1万,577,7019,"""\u5317\u4eac,\u516c\u56ed""",北京旅游,1756803427000
68130809000000001201eb73,🪄环环之旅,"拍了无数张啊啊啊太好拍了这里 嘿嘿感觉回到小时候！
禁忌之旅玩了两遍哈哈哈哈超级好玩！期待一下五老哥～
这个黄色的袍子特别出片 搞了帽子和发箍换着拍[自拍R]功夫熊猫这里特别出片呀～
这几天的特种兵之旅马上结束啦～回去慢慢发哈哈哈
	
#笔记灵感[话题]# #我的日常[话题]# #Ootd[话题]# #每日妆容[话题]# #环球影城[话题]# #哈利波特[话题]#",2.2万,5105,493,2930,"""\u7b14\u8bb0\u7075\u611f,\u6211\u7684\u65e5\u5e38,Ootd,\u6bcf\u65e5\u5986\u5bb9,\u73af\u7403\u5f71\u57ce,\u54c8\u5229\u6ce2\u7279""",北京旅游,1746077705000
6943efb4000000000d03e8bc,北京，其实两天就够。听听老北京怎么说。,"快春节了，写点本地推荐，自媒体千篇一律没意思。北京旅游可多可少，但至少2个白天。
	
[一R]吃。北京就吃烤鸭和铜锅就行，品牌无所谓，大牌子搞得特别精致会失去大口吃肉的快感。烤鸭甚至外卖到酒店都行，没区别。夏天逛完古迹可以去旁边尝尝豆汁消暑解渴
	
[二R]住。在故宫颐和园圆明园画一个方块，在区域里靠近地铁的地方都差不多。以及1号线沿线。如果去长城，尽量靠近直通巴士发车点
	
[三R]行。都说堵车最好地铁，但北京玩着太累，应根据情况尽可能打车
	
[四R]玩。
DAY1升旗-故宫-景山-北海-后海-糖房咖啡-鼓楼。北京最精华的线，如果只玩一天一定是这条线。景山可以俯瞰故宫，但没多高视角略平人还特多。北海小众人少，也是正经的皇家园林，想拍没人的照片就去北海。后海既有时尚的酒吧又有传统的老头遛弯，是最能感受北京氛围的地方，咖啡厅观景台眺望钟鼓楼。这些全去堪比铁人，必须取舍。鼓楼的达尼罗叔叔意面好吃。不要去南锣鼓巷！！
	
DAY2颐和园-圆明园。虽然值得认真游玩，但是实在太大了，一天紧张，两天浪费。颐和园东进北出只玩精华，圆明园一路溜达到大水法遗址然后换条路出来。出来距离五道口不远，安妮意餐正宗好吃
	
DAY3开始就不算必去行程了，自行取舍
	
DAY3国子监-雍和宫-Urban Green咖啡-老井俄餐。这条线是体验老北京胡同文化的，咖啡是个绿植咖啡很不错，老井是俄罗斯大使馆门口的正宗老店，比起漫无目的乱逛，加入这些歇脚点会更舒服。比前门值得去，不商业化，没坑人店，说白了就是没啥人去的老住宅胡同。扫街拍照想找没人的地方就来这。簋街北新桥都是吃饭很集中的地方，没啥特殊的就是顺路。想吃卤煮去北新桥，品牌没区别
	
DAY4黄花城水长城。长城哪都有，北京知名几段人多景少不推荐。要去就水长城，相对有特点，有水中长城段，体验式的爬一会儿，有平缓段有陡峭段都不长，人少景美，水有灵性。相对小众，要查好直通巴士，这地方是没法公交到
	
DAY5环球影城，比大阪USJ差很多，但如果很有兴趣很急，来一趟不亏。力推哈利波特魔法餐厅和大门外的酷巧，午饭+晚饭
	
DAY6国博-天安门广场-前门-天坛。国博东西太多太杂，很难留下深刻印象，不像三星堆兵马俑有主题。天安门广场可拍照打卡，前门可不去，直接天坛+南门涮肉
	
商圈没啥看的，北京灰多建筑脏脏的，国内购物也不给力，最好看的地方就国贸
	
想到什么持续更新
	
#北京[话题]# #历史人文旅游[话题]# #胡同[话题]# #旅游[话题]# #故宫[话题]# #颐和园[话题]# #圆明园[话题]# #环球影城[话题]#",1.9万,2.2万,1491,5437,"""\u5317\u4eac,\u5386\u53f2\u4eba\u6587\u65c5\u6e38,\u80e1\u540c,\u65c5\u6e38,\u6545\u5bab,\u9890\u548c\u56ed,\u5706\u660e\u56ed,\u73af\u7403\u5f71\u57ce""",北京旅游,1766059956000
68fcca56000000000700a793,在深秋的北京的街边,"很爱北京的秋天 莫名的能带给我淡淡的幸福感 即使被冷空气包裹也不让人讨厌
很意外的还走到了去年拍过照的店门口 虽然最后也没进店尝尝 下次一定！还有 北京烤鸭好吃^^
#北京的秋冬[话题]# #秋天[话题]#",1.7万,880,953,221,"""\u5317\u4eac\u7684\u79cb\u51ac,\u79cb\u5929""",北京旅游,1761397334000
68d0fb080000000012021849,老北京地道打卡,老北京必卡榜#一张图证明你来过紫禁城[话题]#,1.7万,2154,539,3200,"""\u4e00\u5f20\u56fe\u8bc1\u660e\u4f60\u6765\u8fc7\u7d2b\u7981\u57ce""",北京旅游,1758526216000
6836c31b000000002202ac7d,来故宫我只拍这一张,"不要讨论这里应该要用长焦哦
因为在这边拍照的游客很多～
也不要讨论说位置错了
因为对面围起来不让上去～
#北京[话题]##故宫[话题]# #末代皇帝[话题]#
#对我友好的旅行[话题]# #出片友好旅行[话题]# #我拍到了同款取景地[话题]#",1.5万,2083,1192,2481,"""\u5317\u4eac,\u6545\u5bab,\u672b\u4ee3\u7687\u5e1d,\u5bf9\u6211\u53cb\u597d\u7684\u65c5\u884c,\u51fa\u7247\u53cb\u597d\u65c5\u884c,\u6211\u62cd\u5230\u4e86\u540c\u6b3e\u53d6\u666f\u5730""",北京旅游,1748419355000
69254031000000001b02139e,去北环，先看“玩后感”再排队！,#旅游编辑部[话题]# #旅游万粉扶持计划[话题]# #霸天虎过山车[话题]# #北京环球影城[话题]# #北京环球影城攻略[话题]# #北京环球影城圣诞季[话题]# #北京环球影城哈利波特[话题]# #北京环球影城排队[话题]# #北京旅游攻略[话题]#,1.4万,1.4万,341,9873,"""\u65c5\u6e38\u7f16\u8f91\u90e8,\u65c5\u6e38\u4e07\u7c89\u6276\u6301\u8ba1\u5212,\u9738\u5929\u864e\u8fc7\u5c71\u8f66,\u5317\u4eac\u73af\u7403\u5f71\u57ce,\u5317\u4eac\u73af\u7403\u5f71\u57ce\u653b\u7565,\u5317\u4eac\u73af\u7403\u5f71\u57ce\u5723\u8bde\u5b63,\u5317\u4eac\u73af\u7403\u5f71\u57ce\u54c8\u5229\u6ce2\u7279,\u5317\u4eac\u73af\u7403\u5f71\u57ce\u6392\u961f,\u5317\u4eac\u65c5\u6e38\u653b\u7565""",北京旅游,1764048945000
680b498c0000000009017bad,京味儿胶片🎞️,"📷：奥林巴斯u1zoom115
🎞️：柯达胶卷cp200
#北京旅游[话题]# #胶片[话题]# #奥林巴斯胶片机[话题]#
#北京胶片[话题]# #五一假期[话题]# #复古胶片[话题]#",1.4万,5065,183,3723,"""\u5317\u4eac\u65c5\u6e38,\u80f6\u7247,\u5965\u6797\u5df4\u65af\u80f6\u7247\u673a,\u5317\u4eac\u80f6\u7247,\u4e94\u4e00\u5047\u671f,\u590d\u53e4\u80f6\u7247""",北京旅游,1745570189000
68ad9aee000000001d017272,我的爱如台风过境 身处台风中心的你____,#台风眼[话题]# #谭石[话题]##梁思喆[话题]# #曹烨[话题]# #北京旅游攻略[话题]# #跟着小说去旅行[话题]# #小说妹[话题]# #旅游攻略[话题]#,1.3万,2998,141,569,"""\u53f0\u98ce\u773c,\u8c2d\u77f3,\u6881\u601d\u5586,\u66f9\u70e8,\u5317\u4eac\u65c5\u6e38\u653b\u7565,\u8ddf\u7740\u5c0f\u8bf4\u53bb\u65c5\u884c,\u5c0f\u8bf4\u59b9,\u65c5\u6e38\u653b\u7565""",北京旅游,1756207854000
6955f996000000001e02c092,26.1.1天安门升旗！真的好震撼啊啊啊啊…😭😭,"国歌奏响，和平鸽飞向天空
万人合唱我和我的祖国！属于中国人独有的浪漫仪式感！！
每个瞬间都要热泪盈眶了🥹
震撼！壮观！！冷啊…
🇨🇳 祝福祖国永远繁荣昌盛！！
2026！元旦快乐！！
#升旗[话题]# #我们生在红旗下长在春风里[话题]# #祝福祖国[话题]# #旅游万粉扶持计划[话题]# #古法过冬[话题]# #雪一落就美成了诗[话题]# #是时候去冰嬉了[话题]# #北京旅行[话题]# #一赞助力全世界的旅行青蛙[话题]# #交换幸福10秒[话题]# #北京citywalk[话题]# #北京拍照[话题]# #北京周末去哪儿[话题]#  #北京旅行[话题]# #旅游编辑部[话题]# #遛遛生活[话题]# #小红书遛遛生活[话题]# #遛遛金秋森友会[话题]#  #北京胡同[话题]#",9790,1850,168,594,"""\u5347\u65d7,\u6211\u4eec\u751f\u5728\u7ea2\u65d7\u4e0b\u957f\u5728\u6625\u98ce\u91cc,\u795d\u798f\u7956\u56fd,\u65c5\u6e38\u4e07\u7c89\u6276\u6301\u8ba1\u5212,\u53e4\u6cd5\u8fc7\u51ac,\u96ea\u4e00\u843d\u5c31\u7f8e\u6210\u4e86\u8bd7,\u662f\u65f6\u5019\u53bb\u51b0\u5b09\u4e86,\u5317\u4eac\u65c5\u884c,\u4e00\u8d5e\u52a9\u529b\u5168\u4e16\u754c\u7684\u65c5\u884c\u9752\u86d9,\u4ea4\u6362\u5e78\u798f10\u79d2,\u5317\u4eaccitywalk,\u5317\u4eac\u62cd\u7167,\u5317\u4eac\u5468\u672b\u53bb\u54ea\u513f,\u65c5\u6e38\u7f16\u8f91\u90e8,\u905b\u905b\u751f\u6d3b,\u5c0f\u7ea2\u4e66\u905b\u905b\u751f\u6d3b,\u905b\u905b\u91d1\u79cb\u68ee\u53cb\u4f1a,\u5317\u4eac\u80e1\u540c""",北京旅游,1767242134000
67a45985000000002602fd01,"#北京环球影城[话题]#
洗手间绝了，七宗罪的即视感，还伴随有异响。
小黄人的还有屁声😂","#北京环球影城[话题]#
洗手间绝了，七宗罪的即视感，还伴随有异响。
小黄人的还有屁声😂",9763,1060,3235,1万,"""\u5317\u4eac\u73af\u7403\u5f71\u57ce""",北京旅游,1738824069000
6822f0b300000000120003d3,迄今为止最好逛的北京胡同citywalk路线🌿,"一条绿意盎然、适合走走停停的胡同citywalk路线！
由西向东：虎坊桥👉🏻杨梅竹斜街👉🏻北京坊👉🏻西兴隆街
🗺️
🏠【虎坊桥】(p18)
CHOOCHOO，Vertigo Jungle，万国福地
⬇️
🏠【杨梅竹斜街】
京味拾光（p1）
乾坤空间（p3-4）
铃木食堂（p5）
Taciturnli（p6）
voyage coffee杨梅竹店 （p7）
斜街8号咖啡（p8）
祈润香研习空间
宋家书画
诺曼杂货铺
45号狐山路咖啡
Soloist独奏公司
⬇️
🏠【北京坊】（p9）
Page one书店
Aloooooha vintage
Metal hands前门店（p10）
北平花园
⬇️
🏠【西兴隆街】
JollyJolly（p11）
pangeaism璞（p12）
十条TIAO（p13）
福叁（p14）
為水（p15）
平安锅贴
席上喳喳
⬇️
🏠【其他胡同】
cafe notion（p16）
青云熹玥（p16）
voyage coffee三里河店（p16）
Berry beans前门店（p17）
悦来甜品
前叁门
暗房咖啡
🗺️
	
#北京旅游攻略[话题]# #城市探寻计划[话题]# #北京胡同citywalk[话题]# #小街小巷收集器[话题]# #胡同里的美食[话题]# #藏在胡同里的小店[话题]# #咖啡探店[话题]# #北京周末去哪儿[话题]# #周末去哪儿[话题]# #北京探店[话题]# #来拍照了[话题]# #COTD咖啡探店[话题]# #北京周末好去处[话题]# #杨梅竹斜街[话题]# #北京胡同咖啡店[话题]# #北京拍照[话题]# #城市小众打卡地[话题]# #前门[话题]# #前门大街[话题]# #西兴隆街[话题]# #大栅栏[话题]#",9488,1万,109,8329,"""\u5317\u4eac\u65c5\u6e38\u653b\u7565,\u57ce\u5e02\u63a2\u5bfb\u8ba1\u5212,\u5317\u4eac\u80e1\u540ccitywalk,\u5c0f\u8857\u5c0f\u5df7\u6536\u96c6\u5668,\u80e1\u540c\u91cc\u7684\u7f8e\u98df,\u85cf\u5728\u80e1\u540c\u91cc\u7684\u5c0f\u5e97,\u5496\u5561\u63a2\u5e97,\u5317\u4eac\u5468\u672b\u53bb\u54ea\u513f,\u5468\u672b\u53bb\u54ea\u513f,\u5317\u4eac\u63a2\u5e97,\u6765\u62cd\u7167\u4e86,COTD\u5496\u5561\u63a2\u5e97,\u5317\u4eac\u5468\u672b\u597d\u53bb\u5904,\u6768\u6885\u7af9\u659c\u8857,\u5317\u4eac\u80e1\u540c\u5496\u5561\u5e97,\u5317\u4eac\u62cd\u7167,\u57ce\u5e02\u5c0f\u4f17\u6253\u5361\u5730,\u524d\u95e8,\u524d\u95e8\u5927\u8857,\u897f\u5174\u9686\u8857,\u5927\u6805\u680f""",北京旅游,1747120307000
69db4ae80000000021013db7,果然，北京真正美丽的地方都是免费的…,"P1-2 在【南苑森林湿地公园】飞雁台🔭观赏360度北京城景观
P3 在【什刹海】🚶‍♀️散步闲逛一路春和景明
P4 在【莲花池公园】看莺飞草长野餐🧺踏青
P5 在【将府公园】沉浸于紫色💟二月兰的浪漫花海
P6 在【杨梅竹斜街】逛吃有趣店铺体验北京胡同风情
P7 在【奥林匹克森林公园】感受五彩斑斓大自然🍃的魅力
P8 在【西什库教堂】欣赏中西文化合璧和哥特式建筑之美
P9 在【柳荫公园】看绿荫成片，🪷荷塘花开
P10 在【北坞公园】有假装下江南的满眼绿意和蜿蜒河水
P11 在【798】逛免费🎨展览、画廊和有趣的艺术商店
P12 在【海淀公园】看莫奈花园🌸在大草坪上自由奔跑🪁
P13 在【自然博物馆】感受从远古至今的自然文化变迁
P14 在【电影博物馆】被大屏环绕的震撼🫨
P15在【工艺美术博物馆】上下五层待一整天博览工艺美术传统文化🪭
P16 在【国贸商城】北区6层观景台，纵观东三环🚘车水马龙和CBD的繁华🌃
P17-18 在【东交民巷】逛逛旧使馆区遗留下的西洋建筑之美
	
#对我友好的旅行[话题]# #踏青[话题]# #北京旅游[话题]# #北京旅行[话题]# #北京周末去哪儿[话题]# #北京周末好去处[话题]# #城市小众打卡地[话题]#",9389,1万,192,4539,"""\u5bf9\u6211\u53cb\u597d\u7684\u65c5\u884c,\u8e0f\u9752,\u5317\u4eac\u65c5\u6e38,\u5317\u4eac\u65c5\u884c,\u5317\u4eac\u5468\u672b\u53bb\u54ea\u513f,\u5317\u4eac\u5468\u672b\u597d\u53bb\u5904,\u57ce\u5e02\u5c0f\u4f17\u6253\u5361\u5730""",北京旅游,1775979240000
